# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
117690590				LOC117690590	LOC117690590		uncharacterized LOC117690590	protein-coding	
117690591				LOC117690591	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690592				LOC117690592	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690593	ENSBDJG00000025236			LOC117690593	Trnap-agg		transfer RNA proline (anticodon AGG)	tRNA	
117690594	ENSBDJG00000025492			LOC117690594	Trnap-ugg		transfer RNA proline (anticodon UGG)	tRNA	
117690595	ENSBDJG00000025446			LOC117690595	Trnap-cgg		transfer RNA proline (anticodon CGG)	tRNA	
117690596	ENSBDJG00000025286			LOC117690596	Trnap-agg		transfer RNA proline (anticodon AGG)	tRNA	
117690597	ENSBDJG00000025473			LOC117690597	Trnap-agg		transfer RNA proline (anticodon AGG)	tRNA	
117690598	ENSBDJG00000025395			LOC117690598	Trnap-agg		transfer RNA proline (anticodon AGG)	tRNA	
117690599	ENSBDJG00000025282			LOC117690599	Trnap-agg		transfer RNA proline (anticodon AGG)	tRNA	
117690601				LOC117690601	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690602				LOC117690602	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690604				LOC117690604	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690605				LOC117690605	Trnay-gua		transfer RNA tyrosine (anticodon GUA)	tRNA	
117690611				LOC117690611	LOC117690611		uncharacterized LOC117690611	protein-coding	
117690612				LOC117690612	Trnal-uag		transfer RNA leucine (anticodon UAG)	tRNA	
117690616				LOC117690616	LOC117690616		uncharacterized LOC117690616	ncRNA	
117690618				LOC117690618	LOC117690618		uncharacterized LOC117690618	ncRNA	
117690621				LOC117690621	LOC117690621		zinc finger protein 28 homolog	protein-coding	
117690623				LOC117690623	LOC117690623		uncharacterized LOC117690623	protein-coding	
117690624				LOC117690624	LOC117690624		uncharacterized LOC117690624	protein-coding	
117690626				LOC117690626	LOC117690626		P2X purinoceptor 7-like	protein-coding	
117690629				LOC117690629	LOC117690629		uncharacterized LOC117690629	protein-coding	
117690630				LOC117690630	LOC117690630		deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like	protein-coding	
117690632				LOC117690632	LOC117690632		uncharacterized LOC117690632	protein-coding	
117690636				LOC117690636	LOC117690636		uncharacterized LOC117690636	ncRNA	
117690639				LOC117690639	LOC117690639		uncharacterized LOC117690639	protein-coding	
117690640				LOC117690640	LOC117690640		uncharacterized LOC117690640	ncRNA	
117690641				LOC117690641	LOC117690641		uncharacterized LOC117690641	ncRNA	
117690647				LOC117690647	LOC117690647		uncharacterized LOC117690647	protein-coding	
117690651	ENSBDJG00000011736			LOC117690651	LOC117690651		uncharacterized LOC117690651	protein-coding	
117690653				LOC117690653	LOC117690653		ankyrin-1-like	protein-coding	
117690666				LOC117690666	LOC117690666		uncharacterized LOC117690666	ncRNA	
117690667				LOC117690667	LOC117690667		uncharacterized LOC117690667	protein-coding	
117690668				LOC117690668	LOC117690668		uncharacterized LOC117690668	protein-coding	
117690670				LOC117690670	LOC117690670		uncharacterized LOC117690670	ncRNA	
117690671				LOC117690671	LOC117690671		uncharacterized LOC117690671	protein-coding	
117690672				LOC117690672	LOC117690672		uncharacterized LOC117690672	protein-coding	
117690678				LOC117690678	LOC117690678		uncharacterized LOC117690678	protein-coding	
117690693				LOC117690693	LOC117690693		uncharacterized LOC117690693	ncRNA	
117690694				LOC117690694	LOC117690694		uncharacterized LOC117690694	ncRNA	
117690699				LOC117690699	LOC117690699		uncharacterized LOC117690699	protein-coding	
117690713				LOC117690713	LOC117690713		uncharacterized LOC117690713	protein-coding	
117690718				LOC117690718	LOC117690718		uncharacterized LOC117690718	ncRNA	
117690730				LOC117690730	LOC117690730		uncharacterized LOC117690730	ncRNA	
117690740				LOC117690740	LOC117690740		uncharacterized LOC117690740	ncRNA	
117690750	ENSBDJG00000015192			LOC117690750	LOC117690750		uncharacterized LOC117690750	ncRNA	
117690753				LOC117690753	LOC117690753		ATP-dependent helicase wrn-1-like	protein-coding	
117690759	ENSBDJG00000022007			LOC117690759	LOC117690759		uncharacterized LOC117690759	protein-coding	
117690763				LOC117690763	LOC117690763		uncharacterized LOC117690763	ncRNA	
117690766				LOC117690766	LOC117690766		uncharacterized LOC117690766	protein-coding	
117690770				LOC117690770	LOC117690770		multiple epidermal growth factor-like domains protein 11	protein-coding	
117690773				LOC117690773	LOC117690773		nucleophosmin-like	protein-coding	
117690775	ENSBDJG00000015595			LOC117690775	LOC117690775		protein O-mannosyl-transferase TMTC3	protein-coding	
117690776				LOC117690776	LOC117690776		uncharacterized LOC117690776	ncRNA	
117690777				LOC117690777	LOC117690777		uncharacterized LOC117690777	protein-coding	
117690778				LOC117690778	LOC117690778		E3 SUMO-protein ligase ZBED1-like	pseudo	
117690780				LOC117690780	LOC117690780		uncharacterized LOC117690780	protein-coding	
117690782				LOC117690782	LOC117690782		uncharacterized LOC117690782	ncRNA	
117690784				LOC117690784	LOC117690784		uncharacterized LOC117690784	ncRNA	
117690786				LOC117690786	LOC117690786		P2X purinoceptor 7-like	protein-coding	
117690788				LOC117690788	LOC117690788		uncharacterized LOC117690788	protein-coding	
117690800				LOC117690800	LOC117690800		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117690802		A0A8W8NEF4	A0A8W8NEF4	LOC117690802	LOC117690802		uncharacterized LOC117690802	protein-coding	
117690806				LOC117690806	LOC117690806		uncharacterized LOC117690806	protein-coding	
117690807				LOC117690807	LOC117690807		phenylalanine-4-hydroxylase-like	protein-coding	
117690809	ENSBDJG00000015438			LOC117690809	LOC117690809		uncharacterized LOC117690809	protein-coding	
117690814				LOC117690814	LOC117690814		uncharacterized LOC117690814	ncRNA	
117690815				LOC117690815	LOC117690815		nucleolar and coiled-body phosphoprotein 1-like	protein-coding	
117690817				LOC117690817	LOC117690817		uncharacterized LOC117690817	ncRNA	
117690821				LOC117690821	LOC117690821		uncharacterized LOC117690821	protein-coding	
117690822				LOC117690822	LOC117690822		uncharacterized LOC117690822	protein-coding	
117690823				LOC117690823	LOC117690823		uncharacterized LOC117690823	ncRNA	
117690825				LOC117690825	LOC117690825		uncharacterized LOC117690825	ncRNA	
117690844				LOC117690844	LOC117690844		uncharacterized LOC117690844	ncRNA	
117690845				LOC117690845	LOC117690845		mucin-17	protein-coding	
117690846	ENSBDJG00000018814			LOC117690846	LOC117690846		uncharacterized LOC117690846	protein-coding	
117690849				LOC117690849	LOC117690849		uncharacterized LOC117690849	ncRNA	
117690852				LOC117690852	LOC117690852		uncharacterized LOC117690852	ncRNA	
117690855				LOC117690855	LOC117690855		glutamine synthetase-like	protein-coding	
117690857				LOC117690857	LOC117690857		uncharacterized LOC117690857	protein-coding	
117690859				LOC117690859	LOC117690859		putative nuclease HARBI1	protein-coding	
117690860	ENSBDJG00000014342			LOC117690860	LOC117690860		uncharacterized LOC117690860	ncRNA	
117690861	ENSBDJG00000016382			LOC117690861	LOC117690861		uncharacterized LOC117690861	ncRNA	
117690862				LOC117690862	LOC117690862		uncharacterized LOC117690862	protein-coding	
117690863	ENSBDJG00000018588			LOC117690863	LOC117690863		LYR motif-containing protein 2	protein-coding	
117690864	ENSBDJG00000016571			LOC117690864	LOC117690864		putative gamma-glutamylcyclotransferase CG2811	protein-coding	
117690865				LOC117690865	LOC117690865		E3 SUMO-protein ligase ZBED1	protein-coding	
117690867				LOC117690867	LOC117690867		uncharacterized LOC117690867	protein-coding	
117690869				LOC117690869	LOC117690869		uncharacterized LOC117690869	ncRNA	
117690870				LOC117690870	LOC117690870		uncharacterized LOC117690870	ncRNA	
117690878				LOC117690878	LOC117690878		insoluble matrix shell protein 4-like	protein-coding	
117690883				LOC117690883	LOC117690883		uncharacterized LOC117690883	protein-coding	
117690887				LOC117690887	LOC117690887		uncharacterized LOC117690887	protein-coding	
117690891				LOC117690891	LOC117690891		uncharacterized LOC117690891	ncRNA	
117690899				LOC117690899	LOC117690899		uncharacterized LOC117690899	ncRNA	
117690903				LOC117690903	LOC117690903		tripartite motif-containing protein 3	protein-coding	
117690925				LOC117690925	LOC117690925		E3 ubiquitin-protein ligase RNF34-like	protein-coding	
117690926				LOC117690926	LOC117690926		uncharacterized LOC117690926	protein-coding	
117690929				LOC117690929	LOC117690929		uncharacterized LOC117690929	ncRNA	
117690931				LOC117690931	LOC117690931		uncharacterized LOC117690931	protein-coding	
117690941				LOC117690941	LOC117690941		uncharacterized LOC117690941	protein-coding	
117690947				LOC117690947	LOC117690947		uncharacterized LOC117690947	protein-coding	
117690962				LOC117690962	LOC117690962		uncharacterized LOC117690962	protein-coding	
117690964	ENSBDJG00000017245			LOC117690964	LOC117690964		ectin	protein-coding	
117690965				LOC117690965	LOC117690965		uncharacterized LOC117690965	ncRNA	
117690967	ENSBDJG00000022423			LOC117690967	LOC117690967		arylsulfatase J	protein-coding	
117690969	ENSBDJG00000012071			LOC117690969	LOC117690969		uncharacterized LOC117690969	ncRNA	
117690973				LOC117690973	LOC117690973		uncharacterized LOC117690973	ncRNA	
117690974	ENSBDJG00000016838			LOC117690974	LOC117690974		trafficking protein particle complex subunit 10	protein-coding	
117690977				LOC117690977	LOC117690977		uncharacterized LOC117690977	protein-coding	
117690985				LOC117690985	LOC117690985		uncharacterized LOC117690985	protein-coding	
117690986	ENSBDJG00000018485	A0A8W8JBY7	A0A8W8JBY7;A0A8W8JCL6	LOC117690986	LOC117690986		tripartite motif-containing protein 2	protein-coding	
117690990				LOC117690990	LOC117690990		profilin-4-like	protein-coding	
117690991				LOC117690991	LOC117690991		uncharacterized protein KIAA1958-like	protein-coding	
117690993				LOC117690993	LOC117690993		uncharacterized LOC117690993	ncRNA	
117690996				LOC117690996	LOC117690996		piggyBac transposable element-derived protein 4	protein-coding	
117690997				LOC117690997	LOC117690997		uncharacterized LOC117690997	protein-coding	
117691001				LOC117691001	LOC117691001		uncharacterized LOC117691001	protein-coding	
117691002				LOC117691002	LOC117691002		uncharacterized LOC117691002	ncRNA	
117691009				LOC117691009	LOC117691009		uncharacterized LOC117691009	ncRNA	
117691011				LOC117691011	LOC117691011		uncharacterized LOC117691011	ncRNA	
117691013				LOC117691013	LOC117691013		tripartite motif-containing protein 2	protein-coding	
117691015				LOC117691015	LOC117691015		uncharacterized LOC117691015	ncRNA	
117691030				LOC117691030	LOC117691030		uncharacterized LOC117691030	ncRNA	
117691039				LOC117691039	LOC117691039		uncharacterized LOC117691039	ncRNA	
117691043				LOC117691043	LOC117691043		uncharacterized LOC117691043	ncRNA	
117691044				LOC117691044	LOC117691044		uncharacterized LOC117691044	protein-coding	
117691052				LOC117691052	LOC117691052		uncharacterized LOC117691052	ncRNA	
117691056				LOC117691056	LOC117691056		uncharacterized LOC117691056	ncRNA	
117691060				LOC117691060	LOC117691060		uncharacterized LOC117691060	protein-coding	
117691085				LOC117691085	LOC117691085		uncharacterized LOC117691085	ncRNA	
117691086				LOC117691086	LOC117691086		uncharacterized LOC117691086	ncRNA	
117691100	ENSBDJG00000015818			LOC117691100	LOC117691100		putative uncharacterized protein DDB_G0270496	protein-coding	
117691101				LOC117691101	LOC117691101		uncharacterized LOC117691101	protein-coding	
117691102				LOC117691102	LOC117691102		uncharacterized LOC117691102	ncRNA	
117691104				LOC117691104	LOC117691104		uncharacterized LOC117691104	ncRNA	
117691106				LOC117691106	LOC117691106		tripartite motif-containing protein 3-like	protein-coding	
117691113				LOC117691113	LOC117691113		uncharacterized LOC117691113	ncRNA	
117691114				LOC117691114	LOC117691114		uncharacterized LOC117691114	protein-coding	
117691115	ENSBDJG00000018403			LOC117691115	LOC117691115		splicing factor YJU2	protein-coding	
117691116				LOC117691116	LOC117691116		uncharacterized LOC117691116	protein-coding	
117691117				LOC117691117	LOC117691117		sterile alpha motif domain-containing protein 9-like	protein-coding	
117691118				LOC117691118	LOC117691118		A disintegrin and metalloproteinase with thrombospondin motifs adt-1	protein-coding	
117691121				LOC117691121	LOC117691121		structural maintenance of chromosomes protein 2	protein-coding	
117691124				LOC117691124	LOC117691124		uncharacterized LOC117691124	ncRNA	
117691132				LOC117691132	LOC117691132		uncharacterized LOC117691132	ncRNA	
117691133				LOC117691133	LOC117691133		uncharacterized LOC117691133	ncRNA	
117691134				LOC117691134	LOC117691134		uncharacterized LOC117691134	protein-coding	
117691140				LOC117691140	LOC117691140		uncharacterized LOC117691140	protein-coding	
117691145				LOC117691145	LOC117691145		uncharacterized LOC117691145	ncRNA	
117691148				LOC117691148	LOC117691148		uncharacterized LOC117691148	ncRNA	
117691192				LOC117691192	LOC117691192		uncharacterized LOC117691192	ncRNA	
117691224				LOC117691224	LOC117691224		piggyBac transposable element-derived protein 4	protein-coding	
117691225				LOC117691225	LOC117691225		uncharacterized LOC117691225	ncRNA	
117691243				LOC117691243	LOC117691243		aggrecan core protein-like	protein-coding	
117691247				LOC117691247	LOC117691247		uncharacterized LOC117691247	protein-coding	
117691249				LOC117691249	LOC117691249		uncharacterized LOC117691249	ncRNA	
117691250				LOC117691250	LOC117691250		uncharacterized LOC117691250	protein-coding	
117691251				LOC117691251	LOC117691251		uncharacterized LOC117691251	protein-coding	
117691252	ENSBDJG00000017462			LOC117691252	LOC117691252		pyridoxal kinase	protein-coding	
117691254	ENSBDJG00000016690	A0A8W8J8G7	A0A8W8J8G7	LOC117691254	LOC117691254		dehydrogenase/reductase SDR family member 6	protein-coding	
117691257				LOC117691257	LOC117691257		uncharacterized LOC117691257	ncRNA	
117691258				LOC117691258	LOC117691258		uncharacterized LOC117691258	ncRNA	
117691259				LOC117691259	LOC117691259		uncharacterized LOC117691259	protein-coding	
117691262				LOC117691262	LOC117691262		uncharacterized LOC117691262	ncRNA	
117691263				LOC117691263	LOC117691263		myosin-11	protein-coding	
117691264				LOC117691264	LOC117691264		cholecystokinin receptor type A	protein-coding	
117691265		A0A8W8JDD2	A0A8W8JDD2	LOC117691265	LOC117691265		uncharacterized LOC117691265	protein-coding	
117691269				LOC117691269	LOC117691269		cell death abnormality protein 1-like	protein-coding	
117691271				LOC117691271	LOC117691271		uncharacterized LOC117691271	ncRNA	
117691273				LOC117691273	LOC117691273		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691275				LOC117691275	LOC117691275		uncharacterized LOC117691275	protein-coding	
117691277	ENSBDJG00000017474			LOC117691277	LOC117691277		uncharacterized LOC117691277	protein-coding	
117691278				LOC117691278	LOC117691278		uncharacterized LOC117691278	ncRNA	
117691279				LOC117691279	LOC117691279		uncharacterized LOC117691279	protein-coding	
117691281				LOC117691281	LOC117691281		uncharacterized LOC117691281	ncRNA	
117691283				LOC117691283	LOC117691283		uncharacterized LOC117691283	ncRNA	
117691286				LOC117691286	LOC117691286		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691287				LOC117691287	LOC117691287		tripartite motif-containing protein 2-like	protein-coding	
117691289				LOC117691289	LOC117691289		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691290				LOC117691290	LOC117691290		uncharacterized LOC117691290	ncRNA	
117691291				LOC117691291	LOC117691291		tripartite motif-containing protein 3-like	protein-coding	
117691294				LOC117691294	LOC117691294		uncharacterized LOC117691294	ncRNA	
117691312				LOC117691312	LOC117691312		leucine-rich repeat-containing protein 3-like	protein-coding	
117691325				LOC117691325	LOC117691325		beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3-like	pseudo	
117691327				LOC117691327	LOC117691327		uncharacterized LOC117691327	ncRNA	
117691330				LOC117691330	LOC117691330		uncharacterized LOC117691330	ncRNA	
117691331	ENSBDJG00000018056	A0A8W8JML0	A0A8W8JML0	LOC117691331	LOC117691331		cornifelin	protein-coding	
117691332	ENSBDJG00000020006			LOC117691332	LOC117691332		probable ubiquitin carboxyl-terminal hydrolase MINDY-4	protein-coding	
117691334	ENSBDJG00000017496			LOC117691334	LOC117691334		bacterial dynamin-like protein	protein-coding	
117691337				LOC117691337	LOC117691337		uncharacterized LOC117691337	ncRNA	
117691338				LOC117691338	LOC117691338		uncharacterized LOC117691338	ncRNA	
117691340				LOC117691340	LOC117691340		uncharacterized LOC117691340	ncRNA	
117691342				LOC117691342	LOC117691342		tripartite motif-containing protein 2-like	protein-coding	
117691344				LOC117691344	LOC117691344		uncharacterized LOC117691344	ncRNA	
117691347				LOC117691347	LOC117691347		uncharacterized LOC117691347	protein-coding	
117691348				LOC117691348	LOC117691348		putative leucine-rich repeat-containing protein DDB_G0290503	protein-coding	
117691350	ENSBDJG00000017338			LOC117691350	LOC117691350		uncharacterized LOC117691350	protein-coding	
117691353				LOC117691353	LOC117691353		uncharacterized LOC117691353	ncRNA	
117691354	ENSBDJG00000018180			LOC117691354	LOC117691354		uncharacterized LOC117691354	protein-coding	
117691356				LOC117691356	LOC117691356		uncharacterized LOC117691356	protein-coding	
117691359				LOC117691359	LOC117691359		uncharacterized LOC117691359	ncRNA	
117691360				LOC117691360	LOC117691360		uncharacterized LOC117691360	protein-coding	
117691361				LOC117691361	LOC117691361		hemagglutinin/amebocyte aggregation factor-like	protein-coding	
117691364				LOC117691364	LOC117691364		uncharacterized LOC117691364	ncRNA	
117691365				LOC117691365	LOC117691365		uncharacterized LOC117691365	ncRNA	
117691368				LOC117691368	LOC117691368		multiple epidermal growth factor-like domains protein 10	protein-coding	
117691369				LOC117691369	LOC117691369		uncharacterized LOC117691369	ncRNA	
117691371				LOC117691371	LOC117691371		deleted in malignant brain tumors 1 protein-like	protein-coding	
117691373				LOC117691373	LOC117691373		uncharacterized LOC117691373	protein-coding	
117691375				LOC117691375	LOC117691375		uncharacterized LOC117691375	ncRNA	
117691380				LOC117691380	LOC117691380		neuromedin-U receptor 2	protein-coding	
117691384				LOC117691384	LOC117691384		uncharacterized LOC117691384	ncRNA	
117691388				LOC117691388	LOC117691388		putative per-hexamer repeat protein 5	protein-coding	
117691389				LOC117691389	LOC117691389		uncharacterized LOC117691389	ncRNA	
117691391				LOC117691391	LOC117691391		tripartite motif-containing protein 2-like	protein-coding	
117691393				LOC117691393	LOC117691393		multiple epidermal growth factor-like domains protein 10	protein-coding	
117691394				LOC117691394	LOC117691394		uncharacterized LOC117691394	protein-coding	
117691395				LOC117691395	LOC117691395		beta-1,3-galactosyltransferase 1-like	protein-coding	
117691396				LOC117691396	LOC117691396		uncharacterized LOC117691396	ncRNA	
117691397				LOC117691397	LOC117691397		tripartite motif-containing protein 2-like	protein-coding	
117691398				LOC117691398	LOC117691398		tripartite motif-containing protein 3-like	protein-coding	
117691399				LOC117691399	LOC117691399		tripartite motif-containing protein 2-like	protein-coding	
117691401				LOC117691401	LOC117691401		uncharacterized LOC117691401	protein-coding	
117691403				LOC117691403	LOC117691403		uncharacterized LOC117691403	protein-coding	
117691404	ENSBDJG00000019697			LOC117691404	LOC117691404		uncharacterized LOC117691404	protein-coding	
117691405	ENSBDJG00000015794	A0A8W8JG89	A0A8W8JG89	LOC117691405	LOC117691405		GDP-L-fucose synthase	protein-coding	
117691407				LOC117691407	LOC117691407		scavenger receptor cysteine-rich domain superfamily protein-like	protein-coding	
117691408				LOC117691408	LOC117691408		galectin-3-binding protein A	protein-coding	
117691416				LOC117691416	LOC117691416		uncharacterized LOC117691416	protein-coding	
117691419				LOC117691419	LOC117691419		dynein axonemal heavy chain 5-like	protein-coding	
117691420				LOC117691420	LOC117691420		dynein axonemal heavy chain 5-like	protein-coding	
117691423				LOC117691423	LOC117691423		uncharacterized LOC117691423	protein-coding	
117691426				LOC117691426	LOC117691426		uncharacterized LOC117691426	protein-coding	
117691427				LOC117691427	LOC117691427		acetyl-CoA carboxylase-like	protein-coding	
117691428	ENSBDJG00000017260			LOC117691428	LOC117691428		acetyl-CoA carboxylase-like	pseudo	
117691429				LOC117691429	LOC117691429		uncharacterized LOC117691429	protein-coding	
117691431	ENSBDJG00000016905			LOC117691431	LOC117691431		tyrosine--tRNA ligase, cytoplasmic-like	protein-coding	
117691434				LOC117691434	LOC117691434		uncharacterized LOC117691434	protein-coding	
117691438				LOC117691438	LOC117691438		acetyl-CoA carboxylase 1	protein-coding	
117691442				LOC117691442	LOC117691442		uncharacterized LOC117691442	protein-coding	
117691445				LOC117691445	LOC117691445		transient receptor potential cation channel subfamily V member 1-like	protein-coding	
117691447				LOC117691447	LOC117691447		uncharacterized LOC117691447	ncRNA	
117691449				LOC117691449	LOC117691449		probable glucosamine 6-phosphate N-acetyltransferase	protein-coding	
117691451				LOC117691451	LOC117691451		uncharacterized LOC117691451	ncRNA	
117691461				LOC117691461	LOC117691461		uncharacterized LOC117691461	protein-coding	
117691464				LOC117691464	LOC117691464		uncharacterized LOC117691464	protein-coding	
117691465				LOC117691465	LOC117691465		uncharacterized LOC117691465	protein-coding	
117691466	ENSBDJG00000015336			LOC117691466	LOC117691466		uncharacterized LOC117691466	ncRNA	
117691470				LOC117691470	LOC117691470		uncharacterized LOC117691470	protein-coding	
117691475				LOC117691475	LOC117691475		uncharacterized LOC117691475	ncRNA	
117691477				LOC117691477	LOC117691477		uncharacterized LOC117691477	ncRNA	
117691483				LOC117691483	LOC117691483		perlucin-like	protein-coding	
117691484	ENSBDJG00000016285			LOC117691484	LOC117691484		anoctamin-4	protein-coding	
117691486				LOC117691486	LOC117691486		uncharacterized LOC117691486	ncRNA	
117691493	ENSBDJG00000020034			LOC117691493	LOC117691493		uncharacterized LOC117691493	ncRNA	
117691494				LOC117691494	LOC117691494		uncharacterized LOC117691494	ncRNA	
117691495				LOC117691495	LOC117691495		uncharacterized LOC117691495	protein-coding	
117691497	ENSBDJG00000015506			LOC117691497	LOC117691497		uncharacterized LOC117691497	protein-coding	
117691501				LOC117691501	LOC117691501		proline-rich transmembrane protein 1	protein-coding	
117691502				LOC117691502	LOC117691502		uncharacterized LOC117691502	ncRNA	
117691503				LOC117691503	LOC117691503		uncharacterized LOC117691503	ncRNA	
117691504	ENSBDJG00000017427			LOC117691504	LOC117691504		proline-rich transmembrane protein 1-like	protein-coding	
117691505				LOC117691505	LOC117691505		uncharacterized LOC117691505	ncRNA	
117691516				LOC117691516	LOC117691516		uncharacterized LOC117691516	protein-coding	
117691523				LOC117691523	LOC117691523		perlucin-like protein	protein-coding	
117691524	ENSBDJG00000015878			LOC117691524	LOC117691524		uncharacterized LOC117691524	ncRNA	
117691529				LOC117691529	LOC117691529		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691531				LOC117691531	LOC117691531		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691534				LOC117691534	LOC117691534		uncharacterized LOC117691534	ncRNA	
117691544				LOC117691544	LOC117691544		uncharacterized LOC117691544	protein-coding	
117691546				LOC117691546	LOC117691546		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691547				LOC117691547	LOC117691547		mitogen-activated protein kinase kinase kinase 4-like	protein-coding	
117691548				LOC117691548	LOC117691548		uncharacterized LOC117691548	ncRNA	
117691550				LOC117691550	LOC117691550		tripartite motif-containing protein 2-like	protein-coding	
117691551				LOC117691551	LOC117691551		uncharacterized LOC117691551	protein-coding	
117691553	ENSBDJG00000016195			LOC117691553	LOC117691553		lysophospholipid acyltransferase 7	protein-coding	
117691555				LOC117691555	LOC117691555		uncharacterized LOC117691555	ncRNA	
117691556				LOC117691556	LOC117691556		tripartite motif-containing protein 3-like	protein-coding	
117691559	ENSBDJG00000018004			LOC117691559	LOC117691559		biogenesis of lysosome-related organelles complex 1 subunit 3	protein-coding	
117691560				LOC117691560	LOC117691560		apolipoprotein A-IV-like	protein-coding	
117691564				LOC117691564	LOC117691564		uncharacterized LOC117691564	ncRNA	
117691566				LOC117691566	LOC117691566		furin-like protease kpc-1	protein-coding	
117691567				LOC117691567	LOC117691567		uncharacterized LOC117691567	ncRNA	
117691570				LOC117691570	LOC117691570		uncharacterized LOC117691570	protein-coding	
117691572	ENSBDJG00000016506	A0A8W8JP01	A0A8W8JP01	LOC117691572	LOC117691572		nuclear migration protein nudC	protein-coding	
117691576				LOC117691576	LOC117691576		uncharacterized LOC117691576	protein-coding	
117691580				LOC117691580	LOC117691580		myb/SANT-like DNA-binding domain-containing protein 4	protein-coding	
117691582				LOC117691582	LOC117691582		E3 ubiquitin-protein ligase Midline-1	protein-coding	
117691583				LOC117691583	LOC117691583		uncharacterized LOC117691583	protein-coding	
117691584	ENSBDJG00000018928			LOC117691584	LOC117691584		uncharacterized LOC117691584	protein-coding	
117691590				LOC117691590	LOC117691590		uncharacterized LOC117691590	ncRNA	
117691597				LOC117691597	LOC117691597		E3 ubiquitin-protein ligase TRIM45-like	protein-coding	
117691598	ENSBDJG00000017949			LOC117691598	LOC117691598		secretin receptor-like	protein-coding	
117691599				LOC117691599	LOC117691599		uncharacterized LOC117691599	ncRNA	
117691600				LOC117691600	LOC117691600		uncharacterized LOC117691600	ncRNA	
117691602				LOC117691602	LOC117691602		uncharacterized LOC117691602	protein-coding	
117691603				LOC117691603	LOC117691603		uncharacterized LOC117691603	ncRNA	
117691606				LOC117691606	LOC117691606		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691607				LOC117691607	LOC117691607		uncharacterized LOC117691607	protein-coding	
117691615	ENSBDJG00000010503			LOC117691615	LOC117691615		uncharacterized LOC117691615	protein-coding	
117691616	ENSBDJG00000017289			LOC117691616	LOC117691616		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691617				LOC117691617	LOC117691617		uncharacterized LOC117691617	protein-coding	
117691618	ENSBDJG00000017420			LOC117691618	LOC117691618		DNA-directed RNA polymerase III subunit RPC2-like	protein-coding	
117691619				LOC117691619	LOC117691619		tripartite motif-containing protein 2-like	protein-coding	
117691620				LOC117691620	LOC117691620		tripartite motif-containing protein 2-like	protein-coding	
117691621				LOC117691621	LOC117691621		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691630				LOC117691630	LOC117691630		uncharacterized LOC117691630	ncRNA	
117691638				LOC117691638	LOC117691638		uncharacterized LOC117691638	ncRNA	
117691641				LOC117691641	LOC117691641		putative nuclease HARBI1	protein-coding	
117691643				LOC117691643	LOC117691643		uncharacterized LOC117691643	ncRNA	
117691650				LOC117691650	LOC117691650		uncharacterized LOC117691650	ncRNA	
117691651				LOC117691651	LOC117691651		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691655				LOC117691655	LOC117691655		perlucin-like protein	protein-coding	
117691657				LOC117691657	LOC117691657		uncharacterized LOC117691657	ncRNA	
117691659				LOC117691659	LOC117691659		uncharacterized LOC117691659	protein-coding	
117691662				LOC117691662	LOC117691662		uncharacterized LOC117691662	ncRNA	
117691678				LOC117691678	LOC117691678		uncharacterized LOC117691678	ncRNA	
117691687				LOC117691687	LOC117691687		uncharacterized LOC117691687	protein-coding	
117691689				LOC117691689	LOC117691689		uncharacterized LOC117691689	protein-coding	
117691695				LOC117691695	LOC117691695		uncharacterized LOC117691695	ncRNA	
117691699				LOC117691699	LOC117691699		uncharacterized LOC117691699	ncRNA	
117691700				LOC117691700	LOC117691700		uncharacterized LOC117691700	ncRNA	
117691704				LOC117691704	LOC117691704		uncharacterized LOC117691704	protein-coding	
